#Region	Chromosome	Start	Stop	CN-Probes	SNP-Probes
CNV1760	chr11	85567306	85576469	CN_575159,CN_575161,CN_575160,CN_575162,CN_575163,CN_575164,CN_575165,CN_068965,CN_575166,CN_575167,CN_575169,CN_575168,CN_575170,CN_575171	SNP_A-1896464,SNP_A-1922035
CNV1761	chr11	85983466	85983702	CN_577341,CN_577342,CN_577343	SNP_A-4215284
CNV1765	chr11	90207835	90210585	CN_564568,CN_564569,CN_564570	
CNV1767	chr11	91463299	91463303	CN_573159,CN_573160,CN_573161	
CNV1777	chr11	104429072	104436443	CN_540641,CN_540642,CN_540643,CN_540645	SNP_A-8688705,SNP_A-8376419,SNP_A-8592603,SNP_A-2258770
CNV1782	chr11	107289717	107292923	CN_557840,CN_557841	
CNV1796	chr12	739370	744290	CN_623069,CN_623070,CN_623071,CN_625095,CN_625158,CN_625157,CN_625181,CN_625182,CN_625212,CN_625213,CN_085981,CN_627290,CN_627291,CN_627315,CN_627329	SNP_A-2141413
CNV1799	chr12	2116123	2122771	CN_613263,CN_613264,CN_613281,CN_613278,CN_613279,CN_613280,CN_613286,CN_613288,CN_613289,CN_613285,CN_613287	SNP_A-8507540,SNP_A-2228547,SNP_A-8313061
CNV1800	chr12	2124532	2128667	CN_615357,CN_615358,CN_615352,CN_615353,CN_615354,CN_615355,CN_615356,CN_615368,CN_615369,CN_615370,CN_615371,CN_615372,CN_615375,CN_615378,CN_615377	
CNV1807	chr12	8253317	8269518	CN_601829,CN_087286,CN_601841,CN_601845,CN_601847,CN_601852,CN_601904	SNP_A-8486886,SNP_A-2293258,SNP_A-2041221,SNP_A-8420094
CNV1809	chr12	8449755	8475939	CN_606028,CN_606029,CN_606030,CN_606031,CN_606034,CN_606049,CN_606070,CN_606091,CN_608043	
CNV1811	chr12	9524645	9619559	CN_621272,CN_621275,CN_089484,CN_623228,CN_623229,CN_623232,CN_623239,CN_623257,CN_623336,CN_625238,CN_625250,CN_625258,CN_625279,CN_625289,CN_089589,CN_625314,CN_625358	
CNV1812	chr12	10474634	10487386	CN_582076,CN_582091,CN_582093,CN_582123	SNP_A-8422636
CNV1813	chr12	11113633	11132799	CN_584349,CN_584360,CN_584372,CN_584376,CN_584388,CN_584410,CN_584413	SNP_A-1950948
CNV1814	chr12	11403759	11434653	CN_571504,CN_571505,CN_571506,CN_571512,CN_571517,CN_571518,CN_571519,CN_571527,CN_571544,CN_571545,CN_571546,CN_571547,CN_571562,CN_571624,CN_571625,CN_571626,CN_573647,CN_573654,CN_573657,CN_573660,CN_573661,CN_573674	SNP_A-4255341,SNP_A-8305066,SNP_A-8391042
CNV1815	chr12	12428764	12433138	CN_625883,CN_625884,CN_075490,CN_625899,CN_625900,CN_625901	SNP_A-8307620
CNV1823	chr12	22139636	22140494	CN_619781,CN_619783,CN_619785,CN_619788,CN_619790,CN_619792	
CNV1827	chr12	27539008	27542629	CN_617715,CN_617711,CN_617712,CN_617713,CN_617714,CN_617723,CN_617716,CN_617717,CN_617719,CN_617720,CN_617721,CN_617722,CN_617728,CN_617729,CN_617725,CN_617726,CN_617727,CN_617730,CN_617731,CN_617732,CN_617733,CN_617734,CN_617735	SNP_A-4255710,SNP_A-4252217,SNP_A-4301517
CNV1828	chr12	27986760	27988911	CN_619945,CN_619946,CN_078868,CN_619947,CN_619948,CN_619949,CN_619950,CN_621992,CN_621991,CN_078869,CN_621993	
CNV1832	chr12	30128768	30135200	CN_598330,CN_598333,CN_598337,CN_598338,CN_598339,CN_598340,CN_598349,CN_598344,CN_598345,CN_598352	SNP_A-8500420,SNP_A-2046043,SNP_A-8560171
CNV1834	chr12	31264657	31293961	CN_604834,CN_604837	SNP_A-1782096,SNP_A-8568391,SNP_A-2226550,SNP_A-8351642,SNP_A-8684283,SNP_A-2183411,SNP_A-8707244,SNP_A-2233116,SNP_A-4233856,SNP_A-2002645,SNP_A-4207573,SNP_A-8508547,SNP_A-8297666,SNP_A-8475770,SNP_A-8545642,SNP_A-8367117
CNV1836	chr12	33192673	33198641	CN_615713,CN_615714,CN_615710,CN_615711,CN_615712,CN_615715,CN_615716,CN_615718,CN_615721,CN_615722,CN_615723,CN_615726,CN_615727,CN_615728,CN_615729,CN_615730	SNP_A-1782910,SNP_A-2055772,SNP_A-8613932,SNP_A-4204960
CNV1837	chr12	33270866	33286685	CN_617776,CN_079622,CN_617779,CN_617780,CN_079626	SNP_A-1934743,SNP_A-1803078
CNV1841	chr12	34099623	34107572	CN_622178,CN_622180,CN_622181,CN_622182,CN_622183	SNP_A-8644187
CNV1846	chr12	39103864	39107744	CN_607118,CN_607123,CN_607125,CN_607126,CN_607122,CN_607124	SNP_A-4277125,SNP_A-2263430,SNP_A-2256304,SNP_A-2059212,SNP_A-4194051
CNV1849	chr12	44192107	44195804	CN_600771,CN_600772	
CNV1850	chr12	47011506	47011682	CN_615949,CN_615950	
CNV1861	chr12	69158942	69164294	CN_597037,CN_597035,CN_597041,CN_597039,CN_597040	SNP_A-8547904
CNV1868	chr12	81744367	81746241	CN_603699,CN_603700,CN_603701,CN_603702,CN_603703,CN_603705	
CNV1871	chr12	82663194	82663653	CN_601870,CN_601872,CN_601873,CN_601874,CN_601875	
CNV1872	chr12	82665758	82667709	CN_601881,CN_601882	
CNV1874	chr12	85203550	85215269	CN_610099,CN_610100,CN_087758	
CNV1875	chr12	86033381	86035729	CN_608248,CN_608249,CN_608250	
CNV1876	chr12	88994137	88994542	CN_612563,CN_612568,CN_612562,CN_612564,CN_612565,CN_612566,CN_612567	
CNV1877	chr12	89394785	89400376	CN_614634,CN_614635,CN_614636,CN_614638	SNP_A-8590247
CNV1878	chr12	94309288	94309470	CN_623145,CN_623146,CN_623143,CN_623144	
CNV1879	chr12	98297761	98301202	CN_631727,CN_631731,CN_631732,CN_631734,CN_631736,CN_631737,CN_631738,CN_631744,CN_631743,CN_631747,CN_631753,CN_631754,CN_631755	
CNV1884	chr12	111616682	111617078	CN_588715,CN_588716,CN_588717	
CNV1893	chr12	125525218	125529470	CN_599993,CN_599994,CN_599995,CN_599996	
CNV1894	chr12	126100573	126110468	CN_604259,CN_604261,CN_604264,CN_604262,CN_604263	SNP_A-1848560
CNV1896	chr12	126159167	126159426	CN_604329,CN_604330,CN_604331,CN_604332,CN_604333,CN_604335	
CNV1898	chr12	129673189	129675249	CN_625983,CN_625984,CN_625985,CN_625989,CN_625986,CN_625987,CN_625988,CN_625991,CN_625992,CN_625993,CN_625994,CN_625995	
CNV1901	chr12	130319048	130321327	CN_595733,CN_595734,CN_595732,CN_595735	
CNV1902	chr12	130341093	130350634	CN_595737,CN_595739,CN_595741,CN_595742	SNP_A-8464865,SNP_A-8321984,SNP_A-8480442,SNP_A-2077683,SNP_A-8621931
CNV1906	chr12	130798814	130799565	CN_597919,CN_597920,CN_597915,CN_597916,CN_597917,CN_597927,CN_597921,CN_597923,CN_597925,CN_597926	
CNV1912	chr13	19363397	19367459	CN_642899,CN_644915,CN_644916,CN_644917,CN_642900,CN_644912,CN_644913,CN_644914,CN_644920	SNP_A-8595386
CNV1915	chr13	22523707	22523808	CN_657995,CN_657996,CN_657997	
CNV1916	chr13	22530860	22531515	CN_658006,CN_658008,CN_658009,CN_658015,CN_658011,CN_658012,CN_658013,CN_092694,CN_658014	
CNV1919	chr13	24061220	24071506	CN_632163,CN_632165,CN_632166,CN_632167	
CNV1920	chr13	24407846	24413343	CN_634264,CN_634265,CN_092927	
CNV1921	chr13	25108823	25124911	CN_636483,CN_636485	SNP_A-2116020
CNV1922	chr13	31430622	31436423	CN_632362,CN_632363,CN_632364,CN_632365,CN_632366,CN_632368,CN_632369,CN_632370,CN_632371,CN_093836,CN_632378,CN_632373,CN_632374,CN_632375,CN_632376,CN_093837,CN_632377	
CNV1924	chr13	36970036	36982757	CN_660412,CN_660413,CN_660416,CN_660417,CN_660419,CN_660420,CN_094561,CN_660421,CN_660422,CN_094562,CN_660424,CN_660425	
CNV1926	chr13	38645763	38649136	CN_094767,CN_634597	
CNV1928	chr13	42497548	42501093	CN_095323,CN_654026,CN_654027	SNP_A-8313667,SNP_A-4283682,SNP_A-1884431
CNV1938	chr13	51995985	52003786	CN_630595,CN_630596,CN_630597	
CNV1941	chr13	56656271	56676381	CN_654218,CN_654220,CN_654219,CN_654222,CN_654223,CN_654224,CN_654228,CN_654229,CN_654232,CN_654233,CN_654234,CN_654244,CN_654246,CN_654247,CN_097521	SNP_A-4202145,SNP_A-8344104
CNV1942	chr13	56767188	56786596	CN_654284,CN_654285,CN_654286,CN_654289,CN_654291,CN_097540,CN_654293	SNP_A-8554068,SNP_A-8295684,SNP_A-4272802,SNP_A-8532065
CNV1946	chr13	63122789	63134693	CN_650106,CN_650107	SNP_A-2135855,SNP_A-8506915,SNP_A-2150061
CNV1952	chr13	68149981	68166243	CN_641662,CN_641664,CN_641665,CN_641667,CN_641668,CN_641669,CN_641670,CN_641674,CN_099327,CN_641677,CN_641678,CN_641680	SNP_A-8510099
CNV1956	chr13	71375556	71378557	CN_658887,CN_658888,CN_658889,CN_658890	
CNV1960	chr13	75007535	75015769	CN_641771,CN_641773	SNP_A-1927246,SNP_A-2193536
CNV1972	chr13	103074861	103076411	CN_655568,CN_655567,CN_655571,CN_655573,CN_655574,CN_657620,CN_657621,CN_657622,CN_657625,CN_657626,CN_657624,CN_657627,CN_657628	SNP_A-1832329
CNV1973	chr13	103076626	103076680	CN_657630,CN_657631,CN_657632,CN_657633	
CNV1979	chr14	18521076	18539520	CN_655299,CN_655300,CN_655301,CN_655302,CN_655303	
CNV1983	chr14	19270023	19493212	CN_105636,CN_657389,CN_657390,CN_105637,CN_657393,CN_657391,CN_657392,CN_657394,CN_657395,CN_657398,CN_657399,CN_657400,CN_657401,CN_657403,CN_657404,CN_657405,CN_105651,CN_657407,CN_657408,CN_657409,CN_657410,CN_657411,CN_657412,CN_657413,CN_657414,CN_657415,CN_657416,CN_657419,CN_657420,CN_657421,CN_657422,CN_657423,CN_657424,CN_657425,CN_657426,CN_657427,CN_657429,CN_657430,CN_657431,CN_657432,CN_657433,CN_657434,CN_657435,CN_657436,CN_657437,CN_657438,CN_657439,CN_657440,CN_657441,CN_657442,CN_657443,CN_657444,CN_657445,CN_657446,CN_657448,CN_657449,CN_105680,CN_657450,CN_657451,CN_657452,CN_657453,CN_657455,CN_657456,CN_657457,CN_657458,CN_657459,CN_657460,CN_657461,CN_657462,CN_105689,CN_657463,CN_657464,CN_657465,CN_657466,CN_657467,CN_657468,CN_657469,CN_657470,CN_657471,CN_657472,CN_105694	SNP_A-8430270,SNP_A-8466363,SNP_A-8694835,SNP_A-8559122,SNP_A-8699244,SNP_A-8481695,SNP_A-1837486,SNP_A-2264664,SNP_A-2147430,SNP_A-8471777,SNP_A-8469537,SNP_A-1942128,SNP_A-8676356,SNP_A-8357261,SNP_A-8421319,SNP_A-2275327,SNP_A-2032303,SNP_A-4285701,SNP_A-2091422,SNP_A-2191167,SNP_A-2159990,SNP_A-8298235,SNP_A-1864922
CNV1984	chr14	20419446	20479821	CN_629423,CN_629424,CN_629425,CN_629427,CN_629429,CN_629430,CN_629432,CN_629434,CN_629435,CN_629436,CN_629437,CN_629438	SNP_A-2003608,SNP_A-8549830,SNP_A-1947165,SNP_A-8548930,SNP_A-8365340
CNV1985	chr14	21119983	21125597	CN_105924,CN_633774,CN_633775,CN_633777	SNP_A-1907047,SNP_A-8325846,SNP_A-8383429,SNP_A-2239789,SNP_A-2054940,SNP_A-8461996
CNV1987	chr14	23528484	23528783	CN_644579,CN_644580,CN_644581	
CNV2007	chr14	40680246	40727099	CN_690420,CN_690421,CN_690422,CN_690423,CN_690425,CN_690426,CN_690427,CN_690428,CN_690429,CN_690430	SNP_A-2246434,SNP_A-8704602,SNP_A-8508688
CNV2014	chr14	43571678	43600205	CN_671007,CN_671009,CN_671010,CN_671011,CN_671012,CN_671013,CN_671014,CN_671015,CN_671016,CN_671017	SNP_A-8556763,SNP_A-2170871,SNP_A-8625612,SNP_A-1929288,SNP_A-1831373,SNP_A-8552685,SNP_A-8555663
CNV2023	chr14	69088121	69092220	CN_693134,CN_693135,CN_693139,CN_693140,CN_693141,CN_693136,CN_693138	
CNV2026	chr14	73070876	73090732	CN_678020,CN_678021,CN_678022,CN_678024,CN_678026,CN_678027,CN_678028	
CNV2057	chr15	19803370	20089386	CN_680697,CN_680701,CN_680704,CN_117462,CN_680709,CN_680720,CN_680724,CN_117483,CN_680727,CN_680728,CN_680735,CN_680739,CN_680740,CN_680742,CN_117506,CN_680743,CN_680744,CN_117517,CN_680751,CN_680752,CN_680753,CN_680755,CN_117527,CN_117529,CN_680759,CN_680760,CN_680762,CN_680763,CN_680768,CN_680769,CN_680771,CN_680773,CN_680774,CN_117559,CN_680780,CN_680781	SNP_A-2258761,SNP_A-8560427,SNP_A-8332926,SNP_A-8473249,SNP_A-8679252,SNP_A-1829096,SNP_A-8294035,SNP_A-8597264,SNP_A-8393882,SNP_A-2133472
CNV2060	chr15	21606534	21610186	CN_687281,CN_687284,CN_117953,CN_687285,CN_687287,CN_117954,CN_687290,CN_687291,CN_687292	SNP_A-2252209,SNP_A-2275402
CNV2061	chr15	22029857	22065565	CN_689495,CN_689496,CN_689497,CN_689498,CN_689501	
CNV2062	chr15	22226226	22269689	CN_691574,CN_691576,CN_691577,CN_691579,CN_691581,CN_118117,CN_691586,CN_691587,CN_691590,CN_691593,CN_691595,CN_691596,CN_691597,CN_423507,CN_691598,CN_691604,CN_691609	
CNV2063	chr15	22276386	22297003	CN_691612,CN_118142,CN_691613,CN_691614,CN_118146,CN_691615,CN_691616	SNP_A-8299637,SNP_A-2290456
CNV2067	chr15	25591185	25601401	CN_674390,CN_674391,CN_674393,CN_674394,CN_674395,CN_674397,CN_674396,CN_118592,CN_674398	SNP_A-8691621,SNP_A-8297221,SNP_A-8296192
CNV2070	chr15	28235887	28289587	CN_685229,CN_685230,CN_685231,CN_685232,CN_685233,CN_685235,CN_685236	
CNV2073	chr15	28377089	28536721	CN_685274,CN_685275,CN_119153,CN_685276,CN_685277,CN_685280,CN_685282,CN_685283,CN_685284,CN_685285,CN_685288,CN_685289,CN_685290,CN_685292,CN_685291,CN_685293,CN_685294,CN_685297,CN_685298,CN_685299,CN_685301,CN_685302,CN_685303,CN_685304,CN_685305,CN_685306,CN_685307,CN_685308,CN_687349,CN_687350,CN_687351,CN_687352,CN_687353,CN_687354	SNP_A-1864192
CNV2075	chr15	28738294	28768337	CN_687375,CN_687376,CN_687378,CN_687380,CN_687382,CN_687383,CN_687384	SNP_A-1908883
CNV2082	chr15	32487975	32617680	CN_672295,CN_672299,CN_672300,CN_672301,CN_672302,CN_672304,CN_119882,CN_672305,CN_672306,CN_672307,CN_672308,CN_672309,CN_672310,CN_119884,CN_672312,CN_672314,CN_672315,CN_672316,CN_672317,CN_672319,CN_119894,CN_119895,CN_672320,CN_672321,CN_672322,CN_672323,CN_672324,CN_672325,CN_672326,CN_672327,CN_672328,CN_672329,CN_672330,CN_672331,CN_672332,CN_672333,CN_672334,CN_672336,CN_672337,CN_672339,CN_672340,CN_672341,CN_672342,CN_672343,CN_672344,CN_672345,CN_672346,CN_672347,CN_672349,CN_672350,CN_672351,CN_672353,CN_672354	SNP_A-8331947,SNP_A-8641244,SNP_A-8525492,SNP_A-4299546,SNP_A-4217332,SNP_A-8706996,SNP_A-8647760
CNV2084	chr15	37375518	37379480	CN_696343,CN_696344,CN_696345	
CNV2092	chr15	43524388	43536044	CN_689905,CN_121510	SNP_A-4300410
CNV2093	chr15	45995539	46001995	CN_668253,CN_668254,CN_668255,CN_668257	SNP_A-8353349,SNP_A-2234163,SNP_A-8437952
CNV2096	chr15	51572283	51572571	CN_694422,CN_694423,CN_694424,CN_694425	
CNV2099	chr15	54577995	54588269	CN_679197,CN_679198,CN_679200,CN_679201,CN_679205,CN_679206,CN_679202,CN_679204,CN_679210,CN_679207,CN_679208,CN_679209,CN_679212,CN_679213,CN_679214,CN_679215,CN_679216,CN_679217,CN_679220	
CNV2112	chr15	74127925	74131944	CN_701519,CN_701520	
CNV2113	chr15	74678296	74682830	CN_703747,CN_703748,CN_703749,CN_703750,CN_703754,CN_703755,CN_703751,CN_703752,CN_703753,CN_703759,CN_703756	
CNV2118	chr15	82331742	82334554	CN_706033,CN_706034,CN_706035,CN_706036,CN_706037,CN_706038	
CNV2138	chr16	12598920	12599472	CN_710716,CN_710717,CN_710718,CN_710719,CN_710720	
CNV2139	chr16	12607660	12614014	CN_710741,CN_710737,CN_710740	SNP_A-8654738,SNP_A-8706765,SNP_A-8391456,SNP_A-8602644
CNV2141	chr16	14897364	15016088	CN_721779,CN_721782,CN_721784,CN_721790,CN_721791,CN_721793,CN_721794,CN_721801,CN_721802,CN_721796,CN_721798,CN_721799,CN_721800,CN_721807,CN_721808,CN_129973,CN_723866,CN_723867,CN_723868,CN_723870,CN_129975,CN_723872,CN_723873,CN_723874,CN_723877,CN_723879,CN_723881,CN_723883,CN_723884,CN_723885,CN_723886,CN_723887,CN_723888,CN_723891,CN_723893,CN_129983,CN_723898	
CNV2145	chr16	16540862	16598301	CN_730430,CN_730431,CN_730434,CN_730435,CN_730436,CN_730437,CN_730440,CN_730441,CN_730442	SNP_A-4298208,SNP_A-4271848
CNV2147	chr16	18501901	18585612	CN_704317,CN_704318,CN_704319,CN_704320,CN_704321,CN_704323,CN_704325,CN_704327,CN_704328,CN_704329	SNP_A-8593943,SNP_A-8628457
CNV2150	chr16	19853151	19874863	CN_708782,CN_708783,CN_708785,CN_708786,CN_708787,CN_708788,CN_130991,CN_710841,CN_710842,CN_710844,CN_710845,CN_710846,CN_710847,CN_130993,CN_710852,CN_710853,CN_130994	
CNV2153	chr16	20420282	20440540	CN_713113,CN_713112,CN_713115,CN_713117,CN_713119,CN_713118,CN_713120,CN_713121,CN_713123,CN_713124,CN_713125,CN_713126,CN_713127	SNP_A-8627654,SNP_A-8610432,SNP_A-8419687,SNP_A-2057913,SNP_A-1850272,SNP_A-1938842,SNP_A-8378040
CNV2156	chr16	21422575	21498841	CN_717569,CN_717568,CN_717570,CN_717571,CN_717572,CN_717573,CN_131290,CN_131294,CN_719632,CN_719633,CN_719634,CN_719635,CN_719636,CN_719637,CN_719638,CN_719639,CN_719640,CN_719642	SNP_A-2114746,SNP_A-8436104,SNP_A-1886962
CNV2157	chr16	22465433	22612022	CN_724027,CN_724032,CN_724033,CN_724038,CN_724040,CN_724042,CN_724043,CN_724044,CN_724045,CN_724047,CN_724048,CN_724050,CN_724049,CN_724052,CN_724054,CN_724055,CN_724058,CN_724059,CN_724060,CN_724061,CN_724062,CN_724063,CN_724064,CN_724067,CN_724069,CN_724070,CN_724071,CN_724072,CN_724074,CN_724073,CN_724075,CN_724076,CN_131652,CN_724080,CN_724081,CN_724084,CN_724085,CN_724087,CN_724088,CN_724090	SNP_A-1791304,SNP_A-8681800,SNP_A-4254020,SNP_A-1922285,SNP_A-8632245,SNP_A-2247165,SNP_A-4278704,SNP_A-1880411,SNP_A-4258298,SNP_A-8604672
CNV2163	chr16	29040382	29041501	CN_724219,CN_724220,CN_724224,CN_724225,CN_724227,CN_724228,CN_724229	SNP_A-8653608
CNV2167	chr16	32054387	32307644	CN_702448,CN_702449,CN_702450,CN_702451,CN_702454,CN_702455,CN_702452,CN_702453,CN_702458,CN_702463,CN_702467,CN_702468,CN_702469,CN_702470,CN_702471,CN_702475,CN_133619,CN_702476,CN_702478,CN_702481	
CNV2168	chr16	32340554	32542265	CN_702491,CN_702493,CN_702496,CN_702499,CN_702500,CN_702503,CN_702506,CN_702508,CN_702509,CN_702512,CN_133661,CN_133664,CN_702514,CN_702515,CN_133665,CN_702516,CN_704582,CN_704583,CN_704584,CN_704585,CN_704586,CN_704587,CN_704588,CN_133669,CN_704590,CN_704591,CN_704592,CN_704589,CN_704594,CN_704596,CN_704597,CN_704598,CN_704599,CN_704600	SNP_A-8572364
CNV2172	chr16	33208395	33618281	CN_704679,CN_704680,CN_704682,CN_133950,CN_704683,CN_704687,CN_704688,CN_704689,CN_133968,CN_704690,CN_133978,CN_704691,CN_704692,CN_704694,CN_704695,CN_704696,CN_704698,CN_704699,CN_704700,CN_704701,CN_704702,CN_133992,CN_704704,CN_704707,CN_704708,CN_704709,CN_704710,CN_706754,CN_706755,CN_706757,CN_706760,CN_706762,CN_706764,CN_706765,CN_134014,CN_706766,CN_706767,CN_706769,CN_706772,CN_706773,CN_706775,CN_706776,CN_706777,CN_706782,CN_706783,CN_706785,CN_706787,CN_706788,CN_706789,CN_706790,CN_706791,CN_706792,CN_706793,CN_706795,CN_706796,CN_706797,CN_706798,CN_706799,CN_706800,CN_706801,CN_706803,CN_706802,CN_706806,CN_134059,CN_706809,CN_706810,CN_706811,CN_706823,CN_706824	SNP_A-2237299,SNP_A-8422258
CNV2174	chr16	34324072	34374420	CN_709038,CN_709039,CN_709040,CN_709041,CN_709045,CN_709042,CN_709043,CN_709044,CN_709046,CN_709048,CN_709049,CN_709050,CN_709051,CN_709052,CN_709054,CN_709055,CN_709057,CN_709059	SNP_A-1929726,SNP_A-2091897,SNP_A-1831667
CNV2176	chr16	34374807	34614568	CN_711115,CN_711116,CN_711117,CN_711119,CN_711120,CN_711121,CN_711122,CN_711123,CN_711124,CN_711126,CN_711127,CN_711129,CN_134254,CN_711134,CN_711135,CN_711137,CN_711138,CN_134261,CN_711140,CN_711141,CN_711142,CN_711143,CN_711145,CN_711147,CN_711148,CN_711152,CN_711153,CN_711154,CN_134274,CN_711155,CN_134276,CN_711156,CN_711157,CN_134277,CN_711162,CN_711163,CN_711164,CN_711165,CN_711168,CN_711167,CN_711169,CN_711170,CN_711172,CN_711173,CN_711174,CN_711176,CN_711177,CN_134288,CN_711178,CN_711179,CN_711180,CN_711183,CN_134292,CN_711184,CN_711185,CN_711186,CN_711187,CN_711188,CN_711189,CN_711190,CN_711191,CN_711192,CN_711193,CN_711194,CN_711195,CN_711196,CN_711197,CN_134301,CN_134302,CN_711198,CN_711200,CN_711201,CN_711205,CN_711204,CN_134308,CN_711206,CN_711208,CN_711209,CN_134312,CN_711210,CN_711211,CN_711213,CN_711215,CN_711216,CN_134319,CN_711218	SNP_A-1797472,SNP_A-8672527,SNP_A-4256718,SNP_A-1799469,SNP_A-2096313,SNP_A-1790986,SNP_A-4301489,SNP_A-2272260,SNP_A-2104955,SNP_A-2214009,SNP_A-8642084,SNP_A-1900227,SNP_A-4204140,SNP_A-8396867,SNP_A-8699440,SNP_A-1950958,SNP_A-1785613,SNP_A-8375127,SNP_A-8307538,SNP_A-8647647,SNP_A-8509502,SNP_A-1794717,SNP_A-8702254,SNP_A-8705818
CNV2184	chr16	54353890	54379945	CN_707091,CN_707092,CN_707093,CN_707094,CN_707097,CN_135983,CN_707099,CN_707100,CN_707101,CN_707102,CN_707103,CN_707105,CN_707106,CN_135988,CN_135989,CN_707109,CN_707110	
CNV2185	chr16	54399883	54420211	CN_707117,CN_707114,CN_707115,CN_707118,CN_707119,CN_707120,CN_136003,CN_136005,CN_136006,CN_707124,CN_707125	SNP_A-8573909,SNP_A-8572366
CNV2193	chr16	68709061	68755857	CN_722631,CN_722632,CN_722633,CN_138140,CN_722634,CN_722640,CN_722641,CN_722642,CN_722645	
CNV2197	chr16	72953795	73009537	CN_709728,CN_138805,CN_709729,CN_709730,CN_709732,CN_709731,CN_138807,CN_709734	
CNV2200	chr16	74115584	74133500	CN_716271,CN_716273,CN_716277,CN_716278,CN_716279,CN_716281	SNP_A-2187165,SNP_A-8629692,SNP_A-8692017
CNV2202	chr16	75224186	75226991	CN_724965,CN_724966,CN_724967	
CNV2203	chr16	76929941	76942266	CN_698947,CN_698948,CN_703205,CN_703206,CN_703207,CN_703208,CN_703209,CN_703210,CN_703211	SNP_A-8625250,SNP_A-8415113
CNV2204	chr16	77617649	77620658	CN_707605,CN_707600,CN_707601,CN_707602,CN_707603,CN_707607	SNP_A-8511177,SNP_A-2079901,SNP_A-1844576,SNP_A-1930554,SNP_A-2212849,SNP_A-2113408,SNP_A-2189567
CNV2215	chr16	86671164	86672892	CN_758095,CN_758094,CN_758097,CN_758098	
CNV2238	chr17	14984651	14995227	CN_732214,CN_732215,CN_732216,CN_732217,CN_732218,CN_732219,CN_732220,CN_732221,CN_732222,CN_734277,CN_734278,CN_734279,CN_734280,CN_734281,CN_734282,CN_734283,CN_734284,CN_734285,CN_734287,CN_734291,CN_734288,CN_734289,CN_734290,CN_734294,CN_734295,CN_734296	SNP_A-1940490,SNP_A-2293519
CNV2240	chr17	15483886	15487515	CN_141581,CN_736536,CN_736537	
CNV2241	chr17	16598056	16665025	CN_740943,CN_740945,CN_740947,CN_740948,CN_740949,CN_740950,CN_740951,CN_740953	SNP_A-1782085
CNV2244	chr17	18296117	18405946	CN_749706,CN_749707,CN_749708,CN_142113,CN_749709,CN_749710,CN_749711,CN_142118,CN_749712,CN_749713,CN_749714,CN_749715,CN_142124,CN_751773,CN_751774,CN_751775,CN_751776,CN_751777,CN_751779,CN_751780,CN_751781,CN_751782,CN_751784,CN_751786,CN_751789	SNP_A-4288097
CNV2246	chr17	19440328	19479039	CN_756144,CN_756146,CN_756150,CN_756151,CN_756154,CN_756156,CN_756157,CN_756158,CN_756159,CN_756162,CN_756163,CN_142391,CN_756164,CN_756165,CN_756167	SNP_A-2286087,SNP_A-4249713,SNP_A-8520569,SNP_A-1814920
CNV2252	chr17	31461241	31509204	CN_752161,CN_144492,CN_144493,CN_752165,CN_752167,CN_144498,CN_752169,CN_752172,CN_752175,CN_752176	SNP_A-4259577,SNP_A-8482120,SNP_A-8692347,SNP_A-1850530,SNP_A-2099923,SNP_A-1850537,SNP_A-8482122,SNP_A-4237387,SNP_A-2283285,SNP_A-8580330,SNP_A-2090300,SNP_A-8399373
CNV2257	chr17	36641086	36647291	CN_743556,CN_743557,CN_743559	SNP_A-8317434
CNV2258	chr17	36676540	36684057	CN_745625,CN_745626,CN_745620,CN_745623,CN_745624,CN_745631,CN_745632,CN_745627,CN_745628,CN_745629,CN_745630,CN_745634,CN_745635,CN_745636,CN_745637,CN_745638,CN_745639,CN_745640,CN_745642,CN_745643	
CNV2259	chr17	36764438	36776021	CN_745693,CN_745695,CN_745696,CN_745697,CN_745699,CN_745700,CN_745701,CN_745702,CN_745703,CN_745709,CN_745705,CN_745706,CN_745707,CN_745710,CN_745711,CN_745712,CN_745713,CN_745714,CN_745718,CN_745720,CN_745721,CN_745715,CN_745716,CN_745717,CN_745719	SNP_A-8288104
CNV2260	chr17	36786395	36790200	CN_745733,CN_745734,CN_745735,CN_745736,CN_745737	SNP_A-4198597
CNV2266	chr17	40941539	41004287	CN_734850,CN_734851,CN_734852,CN_734856	
CNV2267	chr17	41006741	41015665	CN_734860,CN_734861,CN_734862,CN_734863	SNP_A-8390189
